architecture,overall_score,latency_ms,difficulty
traditional_rag,0.8161151471147821,7389.0,simple
traditional_rag,0.8701980548315615,3362.0,simple
traditional_rag,0.8976269413207114,2352.0,simple
traditional_rag,0.8870965125076351,4198.0,simple
traditional_rag,0.7766414835164835,2046.0,simple
traditional_rag,0.8745420741254074,1775.0,simple
traditional_rag,0.9517482951691147,2216.0,simple
traditional_rag,0.9212066695018951,2357.0,simple
traditional_rag,0.8779481135854084,2148.0,simple
traditional_rag,0.8368887616686912,1740.0,simple
traditional_rag,0.8414505144839197,2170.0,simple
traditional_rag,0.8221795552908941,2436.0,simple
traditional_rag,0.8770413857354156,2664.0,simple
traditional_rag,0.774850893806486,2145.0,simple
traditional_rag,0.8500380871264162,2149.0,simple
traditional_rag,0.7785785371419469,1835.0,simple
traditional_rag,0.880655286298061,2054.0,simple
traditional_rag,0.9339378156565656,4606.0,simple
traditional_rag,0.8114871103691694,2465.0,simple
traditional_rag,0.9424595290050192,2039.0,simple
traditional_rag,0.7809508089673438,2153.0,simple
traditional_rag,0.7252447850373335,1625.0,simple
traditional_rag,0.9435607299877413,2445.0,simple
traditional_rag,0.8869497825160824,2823.0,simple
traditional_rag,0.7717139626130854,2042.0,simple
traditional_rag,0.6795310328432448,2319.0,simple
traditional_rag,0.8591657459563204,2354.0,simple
traditional_rag,0.8285365747958039,2181.0,simple
traditional_rag,0.9468904583366093,3506.0,simple
traditional_rag,0.8873439079588273,1861.0,simple
traditional_rag,0.6565240326931994,2174.0,simple
traditional_rag,0.731975891769576,1944.0,simple
traditional_rag,0.9105279414359291,2660.0,simple
traditional_rag,0.7194908911631515,2184.0,simple
traditional_rag,0.8396160537992282,1464.0,simple
traditional_rag,0.7655091679626076,2360.0,simple
traditional_rag,0.7950429353755609,2488.0,medium
traditional_rag,0.9259968902512293,2462.0,medium
traditional_rag,0.766177807091639,2349.0,medium
traditional_rag,0.8238980979875598,3172.0,medium
traditional_rag,0.8771265201768933,3581.0,medium
traditional_rag,0.8953659649071042,2457.0,medium
traditional_rag,0.6818218689428245,2279.0,medium
traditional_rag,0.8636033279921203,3350.0,medium
traditional_rag,0.912110401272578,2149.0,medium
traditional_rag,0.8706656998640102,3277.0,medium
traditional_rag,0.7528147126606095,2059.0,medium
traditional_rag,0.7915967335210524,2137.0,medium
traditional_rag,0.5645501844717585,2864.0,medium
traditional_rag,0.9038652300933304,2498.0,medium
traditional_rag,0.8749726304247074,4669.0,medium
traditional_rag,0.8124093490555677,2389.0,medium
traditional_rag,0.6938471669619523,2624.0,medium
traditional_rag,0.9049328236752683,2953.0,medium
traditional_rag,0.8688045234895033,2046.0,medium
traditional_rag,0.7268349175401275,2266.0,medium
traditional_rag,0.6986979261674876,2436.0,medium
traditional_rag,0.765721704343949,2275.0,medium
traditional_rag,0.6919856448516706,2114.0,medium
traditional_rag,0.7196548569546954,2388.0,medium
traditional_rag,0.7362971753511071,2556.0,medium
traditional_rag,0.9069468982309657,2661.0,medium
traditional_rag,0.740003090260088,1741.0,medium
traditional_rag,0.7238070744168306,2527.0,medium
traditional_rag,0.5703935698654896,2294.0,medium
traditional_rag,0.9056623931623932,2648.0,medium
traditional_rag,0.8118142162471396,2288.0,complex
traditional_rag,0.6598388417690725,2057.0,complex
traditional_rag,0.8439867485023534,2147.0,complex
traditional_rag,0.6261319222991366,3026.0,complex
traditional_rag,0.8640831962174067,1893.0,complex
traditional_rag,0.690419591982092,2816.0,complex
traditional_rag,0.8572009972884371,2659.0,complex
traditional_rag,0.612359729181326,2455.0,complex
traditional_rag,0.859130270050865,2672.0,complex
traditional_rag,0.6293037280701754,2240.0,complex
traditional_rag,0.9079093499489107,1945.0,complex
traditional_rag,0.7140765915119364,2335.0,complex
traditional_rag,0.8587066874013399,2270.0,complex
traditional_rag,0.5092213987562825,2149.0,complex
traditional_rag,0.839175653080704,18615.0,complex
traditional_rag,0.4973881273180842,2067.0,complex
traditional_rag,0.8042949082245757,2356.0,complex
traditional_rag,0.6342618720891261,2241.0,complex
traditional_rag,0.8046429624166762,2123.0,complex
traditional_rag,0.6458214516214009,2797.0,complex
traditional_rag,0.7148641080117735,2458.0,complex
traditional_rag,0.6298297293450159,1912.0,complex
traditional_rag,0.7192633851786329,2384.0,complex
traditional_rag,0.6662471259787721,2252.0,complex
traditional_rag,0.6485616433857783,3072.0,complex
traditional_rag,0.5820505978965251,2251.0,complex
traditional_rag,0.6588032671680301,1637.0,complex
traditional_rag,0.6775585936164805,2457.0,complex
traditional_rag,0.6351446802272794,2255.0,complex
traditional_rag,0.5675868168804813,2555.0,complex
traditional_rag,0.9081819618006614,2336.0,simple
traditional_rag,0.885367003608617,3481.0,simple
traditional_rag,0.7159337685015444,2353.0,simple
traditional_rag,0.8405911038549927,3582.0,simple
traditional_rag,0.6860843373493976,2253.0,simple
traditional_rag,0.6668154761904762,2909.0,simple
traditional_rag,0.9020975430912408,2193.0,simple
traditional_rag,0.8787747574268062,3784.0,simple
traditional_rag,0.9023786103266298,2283.0,simple
traditional_rag,0.8659769268620904,2423.0,simple
traditional_rag,0.8219036067623396,2477.0,simple
traditional_rag,0.7154779228426666,2866.0,simple
traditional_rag,0.8689033781801159,2004.0,simple
traditional_rag,0.8450984947426278,3008.0,simple
traditional_rag,0.8585750560765808,3074.0,simple
traditional_rag,0.8500240138041343,1944.0,simple
traditional_rag,0.5526153970778838,1945.0,simple
traditional_rag,0.673635265700483,2763.0,simple
traditional_rag,0.7140277188561928,3163.0,simple
traditional_rag,0.8984744416327999,2774.0,simple
traditional_rag,0.6947742706266483,2999.0,simple
traditional_rag,0.8853145383589747,2838.0,simple
traditional_rag,0.5499999999999999,1942.0,simple
traditional_rag,0.7126388888888889,2560.0,simple
traditional_rag,0.8362575292253038,1841.0,simple
traditional_rag,0.6423325245426149,1873.0,simple
traditional_rag,0.6075262056926962,2576.0,simple
traditional_rag,0.804733532790888,3781.0,simple
traditional_rag,0.5170477642276423,1669.0,simple
traditional_rag,0.588722158878317,2176.0,simple
traditional_rag,0.8422068544907848,2642.0,simple
traditional_rag,0.5579580644145651,2105.0,simple
traditional_rag,0.7327582639898508,3032.0,simple
traditional_rag,0.8558583678641375,2455.0,simple
traditional_rag,0.6566297447206629,2128.0,simple
traditional_rag,0.5757814901831338,2581.0,simple
traditional_rag,0.8932918818046087,2149.0,simple
traditional_rag,0.7457054675058912,2456.0,simple
traditional_rag,0.6403970933778286,2470.0,simple
traditional_rag,0.933006493343553,2999.0,simple
traditional_rag,0.7345605091105721,2002.0,medium
traditional_rag,0.8170979123430717,2360.0,medium
traditional_rag,0.8572595840259403,4397.0,medium
traditional_rag,0.6691634380679837,2771.0,medium
traditional_rag,0.673496325873118,3066.0,medium
traditional_rag,0.8334123217566267,2350.0,medium
traditional_rag,0.7717767435627721,2564.0,medium
traditional_rag,0.651658038516776,2349.0,medium
traditional_rag,0.7497396935935154,2354.0,medium
traditional_rag,0.6996683456240143,2353.0,medium
traditional_rag,0.8845108161248711,2603.0,medium
traditional_rag,0.8596173556515669,2720.0,medium
traditional_rag,0.6953212764259277,2148.0,medium
traditional_rag,0.8301449066700013,2661.0,medium
traditional_rag,0.7220617682523696,2968.0,medium
traditional_rag,0.8132929324496438,2149.0,medium
traditional_rag,0.8427843742771184,2862.0,medium
traditional_rag,0.6317304482189351,2051.0,medium
traditional_rag,0.8328328671447551,3881.0,medium
traditional_rag,0.7116405676438571,2159.0,medium
traditional_rag,0.8916235092740837,2153.0,medium
traditional_rag,0.8513293590754293,2120.0,medium
traditional_rag,0.6769090319792567,2177.0,medium
traditional_rag,0.5388804097137431,2251.0,medium
traditional_rag,0.5602001159108282,2459.0,medium
traditional_rag,0.7183676048155435,2558.0,medium
traditional_rag,0.8424535996584983,2790.0,medium
traditional_rag,0.9197219709970643,2532.0,medium
traditional_rag,0.6198147188390211,3480.0,medium
traditional_rag,0.6137946384358416,2559.0,medium
traditional_rag,0.8658431582448526,2763.0,complex
traditional_rag,0.6835122761543106,2433.0,complex
traditional_rag,0.8867990963663221,2994.0,complex
traditional_rag,0.6175360147251275,2758.0,complex
traditional_rag,0.8467822438880704,2149.0,complex
traditional_rag,0.7039410494299607,3275.0,complex
traditional_rag,0.8293819413657083,3481.0,complex
traditional_rag,0.6177489605451486,3582.0,complex
traditional_rag,0.8460869692431142,2047.0,complex
traditional_rag,0.6568065483510377,2837.0,complex
traditional_rag,0.8807484916106554,3305.0,complex
traditional_rag,0.770458336980684,2766.0,complex
traditional_rag,0.8008109976859977,2761.0,complex
traditional_rag,0.7770874230909086,2969.0,complex
traditional_rag,0.7944570775355658,3686.0,complex
traditional_rag,0.7260257137477533,2408.0,complex
traditional_rag,0.9174710967474126,2773.0,complex
traditional_rag,0.6124827380622262,2214.0,complex
traditional_rag,0.796554288146805,2635.0,complex
traditional_rag,0.6129697818020187,4505.0,complex
traditional_rag,0.6016196472245248,2705.0,complex
traditional_rag,0.6605974354288499,2311.0,complex
traditional_rag,0.6565386177485955,2968.0,complex
traditional_rag,0.6301835394388318,2047.0,complex
traditional_rag,0.7555082349770178,1950.0,complex
traditional_rag,0.7143991799770147,2758.0,complex
traditional_rag,0.5888910722692714,1698.0,complex
traditional_rag,0.7403056956569979,2396.0,complex
traditional_rag,0.8449458484630717,2456.0,complex
traditional_rag,0.5941833355128239,2969.0,complex
agentic_rag,0.6733269241604688,2207.0,simple
agentic_rag,0.9387058959299661,2045.0,simple
agentic_rag,0.7967262786438281,2512.0,simple
agentic_rag,0.8228852762680807,2094.0,simple
agentic_rag,0.8652999243847761,2298.0,simple
agentic_rag,0.7645916290514251,2007.0,simple
agentic_rag,0.9473460319135629,2354.0,simple
agentic_rag,0.9353882868937049,2771.0,simple
agentic_rag,0.8703228611894319,3570.0,simple
agentic_rag,0.8602233643901858,2251.0,simple
agentic_rag,0.9436248487752494,3174.0,simple
agentic_rag,0.831330672898848,2661.0,simple
agentic_rag,0.9382351828983008,2354.0,simple
agentic_rag,0.9303195114570517,1966.0,simple
agentic_rag,0.7157911239218447,2279.0,simple
agentic_rag,0.7934374113195932,2202.0,simple
agentic_rag,0.9261772560135788,2558.0,simple
agentic_rag,0.7974252349013765,1947.0,simple
agentic_rag,0.6214037698412698,1737.0,simple
agentic_rag,0.7428040103291114,1787.0,simple
agentic_rag,0.8313136856044733,2513.0,simple
agentic_rag,0.8868057041770278,2149.0,simple
agentic_rag,0.6532183629484124,2149.0,simple
agentic_rag,0.9118061754062518,3685.0,simple
agentic_rag,0.9156147228094903,2066.0,simple
agentic_rag,0.9501806139718888,3263.0,simple
agentic_rag,0.9050079664459048,2346.0,simple
agentic_rag,0.9147712416158862,2643.0,simple
agentic_rag,0.9135589475036197,2372.0,simple
agentic_rag,0.9186726938693441,1636.0,simple
agentic_rag,0.9189984042005899,2281.0,simple
agentic_rag,0.8155177181640073,2634.0,simple
agentic_rag,0.9477617066093629,2454.0,simple
agentic_rag,0.9200237143479801,3367.0,simple
agentic_rag,0.7100529549223579,2670.0,simple
agentic_rag,0.9272000605008418,2184.0,simple
agentic_rag,0.8992430327230821,2012.0,simple
agentic_rag,0.92652013062518,1740.0,simple
agentic_rag,0.8592350808121446,2621.0,simple
agentic_rag,0.6950785468281067,2143.0,simple
agentic_rag,0.886646506242896,2198.0,medium
agentic_rag,0.9033616708845019,2794.0,medium
agentic_rag,0.9089067570889264,1865.0,medium
agentic_rag,0.871344674253301,2048.0,medium
agentic_rag,0.9250325954257879,3172.0,medium
agentic_rag,0.8633130592092084,1943.0,medium
agentic_rag,0.8885225914653274,2461.0,medium
agentic_rag,0.9296965767525236,2350.0,medium
agentic_rag,0.9299155957855847,3179.0,medium
agentic_rag,0.8108362495802844,3089.0,medium
agentic_rag,0.8195429238210928,2639.0,medium
agentic_rag,0.8377348210597404,2149.0,medium
agentic_rag,0.8731997430696863,1965.0,medium
agentic_rag,0.8986950432775466,2333.0,medium
agentic_rag,0.8870223774690487,3070.0,medium
agentic_rag,0.7028527200353826,1866.0,medium
agentic_rag,0.8482727560505339,2023.0,medium
agentic_rag,0.9152216789493575,4608.0,medium
agentic_rag,0.8934173916896773,1637.0,medium
agentic_rag,0.818980609759659,2486.0,medium
agentic_rag,0.8800415173176225,1814.0,medium
agentic_rag,0.858631270419622,1579.0,medium
agentic_rag,0.9346608097067656,2719.0,medium
agentic_rag,0.8371770109851606,2531.0,medium
agentic_rag,0.6979734276792787,1664.0,medium
agentic_rag,0.687455090731945,1535.0,medium
agentic_rag,0.9213671651638606,2150.0,medium
agentic_rag,0.9089023631840796,3378.0,medium
agentic_rag,0.7482916315648344,2251.0,medium
agentic_rag,0.8924110144954609,2406.0,medium
agentic_rag,0.9235202867472797,3018.0,complex
agentic_rag,0.819567010622834,4300.0,complex
agentic_rag,0.8142814007711636,1945.0,complex
agentic_rag,0.9470965757561153,2265.0,complex
agentic_rag,0.7938616520987716,1931.0,complex
agentic_rag,0.8088122774335049,1841.0,complex
agentic_rag,0.8443714335990702,3892.0,complex
agentic_rag,0.747291068372857,2141.0,complex
agentic_rag,0.7650861473132085,2258.0,complex
agentic_rag,0.8251969303392112,2252.0,complex
agentic_rag,0.7107755034436805,2969.0,complex
agentic_rag,0.7986770397536269,2150.0,complex
agentic_rag,0.8125390845141178,19556.0,complex
agentic_rag,0.639631064404827,2265.0,complex
agentic_rag,0.8319315662620944,1830.0,complex
agentic_rag,0.884280303030303,2770.0,complex
agentic_rag,0.7610429847929848,1842.0,complex
agentic_rag,0.7258628760972511,2354.0,complex
agentic_rag,0.8850546382151989,2252.0,complex
agentic_rag,0.6777325244527485,2968.0,complex
agentic_rag,0.7969970696571815,1916.0,complex
agentic_rag,0.9220338716528182,3408.0,complex
agentic_rag,0.7298541637087522,2254.0,complex
agentic_rag,0.6524709521365684,2082.0,complex
agentic_rag,0.7029950081797643,2623.0,complex
agentic_rag,0.7473785551232504,1842.0,complex
agentic_rag,0.6785762249886543,2892.0,complex
agentic_rag,0.8160545679262291,2123.0,complex
agentic_rag,0.6014291512059369,2559.0,complex
agentic_rag,0.7909358107394476,2661.0,complex
agentic_rag,0.6357744463213213,2272.0,simple
agentic_rag,0.8812976266780614,2350.0,simple
agentic_rag,0.8391243684154862,2625.0,simple
agentic_rag,0.9298825073229088,1842.0,simple
agentic_rag,0.8056984804481153,2402.0,simple
agentic_rag,0.8681147214982283,2202.0,simple
agentic_rag,0.9059602746540447,2388.0,simple
agentic_rag,0.8912631791743018,3448.0,simple
agentic_rag,0.8016414835164836,2049.0,simple
agentic_rag,0.8599587407920741,2249.0,simple
agentic_rag,0.9538316285024481,3071.0,simple
agentic_rag,0.9212066695018951,2303.0,simple
agentic_rag,0.8762814469187418,1884.0,simple
agentic_rag,0.8348054283353579,1850.0,simple
agentic_rag,0.8268671811505863,14400.0,simple
agentic_rag,0.8450962219575607,2699.0,simple
agentic_rag,0.8895413857354155,3221.0,simple
agentic_rag,0.7665175604731526,2009.0,simple
agentic_rag,0.8833714204597495,2139.0,simple
agentic_rag,0.7431618704752803,2093.0,simple
agentic_rag,0.8848219529647277,2002.0,simple
agentic_rag,0.943521148989899,2852.0,simple
agentic_rag,0.7885704437025027,3494.0,simple
agentic_rag,0.9424595290050192,2149.0,simple
agentic_rag,0.7851174756340105,2251.0,simple
agentic_rag,0.7085781183706669,1944.0,simple
agentic_rag,0.9435607299877413,2948.0,simple
agentic_rag,0.8894497825160824,2992.0,simple
agentic_rag,0.7696306292797521,26005.0,simple
agentic_rag,0.6753643661765781,2048.0,simple
agentic_rag,0.8612490792896538,2356.0,simple
agentic_rag,0.8285365747958039,2155.0,simple
agentic_rag,0.9468904583366093,1995.0,simple
agentic_rag,0.891510574625494,2501.0,simple
agentic_rag,0.6690240326931993,2148.0,simple
agentic_rag,0.7340592251029092,1842.0,simple
agentic_rag,0.9251112747692624,2718.0,simple
agentic_rag,0.6819908911631515,1915.0,simple
agentic_rag,0.8562827204658948,1712.0,simple
agentic_rag,0.7280091679626075,2150.0,simple
agentic_rag,0.7929596020422276,2223.0,medium
agentic_rag,0.923913556917896,2384.0,medium
agentic_rag,0.7640944737583056,2148.0,medium
agentic_rag,0.8322314313208931,3789.0,medium
agentic_rag,0.9042098535102266,2120.0,medium
agentic_rag,0.8724492982404375,2280.0,medium
agentic_rag,0.6797385356094912,2357.0,medium
agentic_rag,0.8656866613254535,2556.0,medium
agentic_rag,0.9100270679392447,2046.0,medium
agentic_rag,0.8644156998640101,2866.0,medium
agentic_rag,0.7528147126606095,2867.0,medium
agentic_rag,0.7936800668543857,2269.0,medium
agentic_rag,0.5603835178050918,2028.0,medium
agentic_rag,0.8871985634266637,2251.0,medium
agentic_rag,0.8666392970913741,1741.0,medium
agentic_rag,0.826992682388901,2702.0,medium
agentic_rag,0.741763833628619,2209.0,medium
agentic_rag,0.9070161570086016,3277.0,medium
agentic_rag,0.86672119015617,1765.0,medium
agentic_rag,0.7435015842067942,2122.0,medium
agentic_rag,0.7361979261674876,2148.0,medium
agentic_rag,0.7615550376772824,2047.0,medium
agentic_rag,0.6940689781850039,2171.0,medium
agentic_rag,0.7300715236213621,2642.0,medium
agentic_rag,0.7404638420177737,2214.0,medium
agentic_rag,0.9090302315642991,2695.0,medium
agentic_rag,0.7670864235934214,2252.0,medium
agentic_rag,0.7175570744168305,2253.0,medium
agentic_rag,0.6016435698654896,2047.0,medium
agentic_rag,0.8494123931623931,2045.0,medium
agentic_rag,0.7701475495804729,2253.0,complex
agentic_rag,0.6660888417690723,2103.0,complex
agentic_rag,0.8273200818356868,2605.0,complex
agentic_rag,0.6344652556324699,3209.0,complex
agentic_rag,0.87241652955074,1806.0,complex
agentic_rag,0.6883362586487587,3101.0,complex
agentic_rag,0.8530343306217705,2835.0,complex
agentic_rag,0.618609729181326,2149.0,complex
agentic_rag,0.8603802700508649,2661.0,complex
agentic_rag,0.5959703947368421,2561.0,complex
agentic_rag,0.9058260166155774,2076.0,complex
agentic_rag,0.7178265915119364,2834.0,complex
agentic_rag,0.8420400207346732,5222.0,complex
agentic_rag,0.5383880654229491,2558.0,complex
agentic_rag,0.8620923197473706,2061.0,complex
agentic_rag,0.4973881273180842,2150.0,complex
agentic_rag,0.781378241557909,2456.0,complex
agentic_rag,0.6113452054224595,1842.0,complex
agentic_rag,0.8650596290833429,2195.0,complex
agentic_rag,0.6520714516214009,2207.0,complex
agentic_rag,0.7127807746784401,1845.0,complex
agentic_rag,0.6131630626783493,1839.0,complex
agentic_rag,0.6734300518452995,2167.0,complex
agentic_rag,0.6620804593121055,2335.0,complex
agentic_rag,0.6423116433857783,2456.0,complex
agentic_rag,0.5424672645631918,2383.0,complex
agentic_rag,0.6692199338346968,1914.0,complex
agentic_rag,0.6817252602831472,2253.0,complex
agentic_rag,0.6580613468939461,2213.0,complex
agentic_rag,0.596753483547148,1674.0,complex
agentic_rag,0.9181819618006613,2131.0,simple
agentic_rag,0.8895336702752836,3479.0,simple
agentic_rag,0.722600435168211,2047.0,simple
agentic_rag,0.8343411038549928,2547.0,simple
agentic_rag,0.6823343373493975,2058.0,simple
agentic_rag,0.6605654761904762,3547.0,simple
agentic_rag,0.8958475430912407,2456.0,simple
agentic_rag,0.8766914240934729,3799.0,simple
agentic_rag,0.8982119436599632,2396.0,simple
agentic_rag,0.8347269268620904,2540.0,simple
agentic_rag,0.8523202734290063,3175.0,simple
agentic_rag,0.702561256176,2455.0,simple
agentic_rag,0.8730700448467825,2559.0,simple
agentic_rag,0.8388484947426278,3480.0,simple
agentic_rag,0.8606583894099141,2443.0,simple
agentic_rag,0.8541906804708009,1785.0,simple
agentic_rag,0.5776153970778838,2117.0,simple
agentic_rag,0.683635265700483,2764.0,simple
agentic_rag,0.7181943855228594,2150.0,simple
agentic_rag,0.9047244416327999,2715.0,simple
agentic_rag,0.6656076039599816,2709.0,simple
agentic_rag,0.8811478716923081,2251.0,simple
agentic_rag,0.5333333333333333,2200.0,simple
agentic_rag,0.6980555555555555,2582.0,simple
agentic_rag,0.8445908625586371,1972.0,simple
agentic_rag,0.6694158578759483,2459.0,simple
agentic_rag,0.6533595390260296,2147.0,simple
agentic_rag,0.804733532790888,3583.0,simple
agentic_rag,0.5295477642276423,1943.0,simple
agentic_rag,0.5470554922116504,3791.0,simple
agentic_rag,0.8422068544907848,2863.0,simple
agentic_rag,0.5558747310812318,2353.0,simple
agentic_rag,0.7244249306565174,2114.0,simple
agentic_rag,0.8579417011974708,2412.0,simple
agentic_rag,0.6216297447206629,2330.0,simple
agentic_rag,0.5757814901831338,2357.0,simple
agentic_rag,0.9062085484712754,2352.0,simple
agentic_rag,0.7582054675058912,2260.0,simple
agentic_rag,0.648730426711162,2753.0,simple
agentic_rag,0.9325898266768863,6676.0,simple
agentic_rag,0.7233105091105722,2537.0,medium
agentic_rag,0.8170979123430717,2380.0,medium
agentic_rag,0.8610095840259402,3660.0,medium
agentic_rag,0.6608301047346504,2531.0,medium
agentic_rag,0.6905796592064514,2320.0,medium
agentic_rag,0.8325789884232934,2520.0,medium
agentic_rag,0.7509434102294388,1944.0,medium
agentic_rag,0.651658038516776,2540.0,medium
agentic_rag,0.7468230269268489,2270.0,medium
agentic_rag,0.7009183456240142,2500.0,medium
agentic_rag,0.8895108161248713,2618.0,medium
agentic_rag,0.8846173556515669,2558.0,medium
agentic_rag,0.6753212764259277,2661.0,medium
agentic_rag,0.820561573336668,2663.0,medium
agentic_rag,0.7187284349190363,2967.0,medium
agentic_rag,0.8674595991163105,2353.0,medium
agentic_rag,0.8615343742771184,2663.0,medium
agentic_rag,0.6483971148856017,1943.0,medium
agentic_rag,0.8578328671447552,2764.0,medium
agentic_rag,0.6762239009771904,1956.0,medium
agentic_rag,0.8912068426074171,2506.0,medium
agentic_rag,0.8575793590754293,2395.0,medium
agentic_rag,0.6560756986459233,2204.0,medium
agentic_rag,0.613880409713743,2605.0,medium
agentic_rag,0.6039501159108281,1842.0,medium
agentic_rag,0.7183676048155435,1842.0,medium
agentic_rag,0.8520369329918316,2489.0,medium
agentic_rag,0.9205553043303976,2321.0,medium
agentic_rag,0.5739813855056877,2251.0,medium
agentic_rag,0.6221279717691749,2355.0,medium
agentic_rag,0.8770931582448526,3282.0,complex
agentic_rag,0.6805956094876441,2451.0,complex
agentic_rag,0.8938824296996555,3127.0,complex
agentic_rag,0.6329526813917942,2075.0,complex
agentic_rag,0.8321989105547372,2575.0,complex
agentic_rag,0.712274382763294,2252.0,complex
agentic_rag,0.7939652746990417,2356.0,complex
agentic_rag,0.6231656272118152,3398.0,complex
agentic_rag,0.8315036359097809,2125.0,complex
agentic_rag,0.6734732150177044,2353.0,complex
agentic_rag,0.8765818249439887,2868.0,complex
agentic_rag,0.780458336980684,2967.0,complex
agentic_rag,0.7862276643526643,2456.0,complex
agentic_rag,0.7637540897575752,2268.0,complex
